,0
9040,10-06-2024 10:30:00
9041,10-06-2024 10:35:00
9042,10-06-2024 10:40:00
9043,10-06-2024 10:45:00
9044,10-06-2024 10:50:00
9045,10-06-2024 10:55:00
9046,10-06-2024 11:00:00
9047,10-06-2024 11:05:00
9048,10-06-2024 11:10:00
9049,10-06-2024 11:15:00
9050,10-06-2024 11:20:00
9051,10-06-2024 11:25:00
9052,10-06-2024 11:30:00
9053,10-06-2024 11:35:00
9054,10-06-2024 11:40:00
9055,10-06-2024 11:45:00
9056,10-06-2024 11:50:00
9057,10-06-2024 11:55:00
9058,10-06-2024 12:00:00
9059,10-06-2024 12:05:00
9060,10-06-2024 12:10:00
9061,10-06-2024 12:15:00
9062,10-06-2024 12:20:00
9063,10-06-2024 12:25:00
9064,10-06-2024 12:30:00
9065,10-06-2024 12:35:00
9066,10-06-2024 12:40:00
9067,10-06-2024 12:45:00
9068,10-06-2024 12:50:00
9069,10-06-2024 12:55:00
9070,10-06-2024 13:00:00
9071,10-06-2024 13:05:00
9072,10-06-2024 13:10:00
9073,10-06-2024 13:15:00
9074,10-06-2024 13:20:00
9075,10-06-2024 13:25:00
9076,10-06-2024 13:30:00
9077,10-06-2024 13:35:00
9078,10-06-2024 13:40:00
9079,10-06-2024 13:45:00
9080,10-06-2024 13:50:00
9081,10-06-2024 13:55:00
9082,10-06-2024 14:00:00
9083,10-06-2024 14:05:00
9084,10-06-2024 14:10:00
9085,10-06-2024 14:15:00
9086,10-06-2024 14:20:00
9087,10-06-2024 14:25:00
9088,10-06-2024 14:30:00
9089,10-06-2024 14:35:00
9090,10-06-2024 14:40:00
9091,10-06-2024 14:45:00
9092,10-06-2024 14:50:00
9093,10-06-2024 14:55:00
9094,10-06-2024 15:00:00
9095,10-06-2024 15:05:00
9096,10-06-2024 15:10:00
9097,10-06-2024 15:15:00
9098,10-06-2024 15:20:00
9099,10-06-2024 15:25:00
9100,11-06-2024 09:15:00
9101,11-06-2024 09:20:00
9102,11-06-2024 09:25:00
9103,11-06-2024 09:30:00
9104,11-06-2024 09:35:00
9105,11-06-2024 09:40:00
9106,11-06-2024 09:45:00
9107,11-06-2024 09:50:00
9108,11-06-2024 09:55:00
9109,11-06-2024 10:00:00
9110,11-06-2024 10:05:00
9111,11-06-2024 10:10:00
9112,11-06-2024 10:15:00
9113,11-06-2024 10:20:00
9114,11-06-2024 10:25:00
9115,11-06-2024 10:30:00
9116,11-06-2024 10:35:00
9117,11-06-2024 10:40:00
9118,11-06-2024 10:45:00
9119,11-06-2024 10:50:00
9120,11-06-2024 10:55:00
9121,11-06-2024 11:00:00
9122,11-06-2024 11:05:00
9123,11-06-2024 11:10:00
9124,11-06-2024 11:15:00
9125,11-06-2024 11:20:00
9126,11-06-2024 11:25:00
9127,11-06-2024 11:30:00
9128,11-06-2024 11:35:00
9129,11-06-2024 11:40:00
9130,11-06-2024 11:45:00
9131,11-06-2024 11:50:00
9132,11-06-2024 11:55:00
9133,11-06-2024 12:00:00
9134,11-06-2024 12:05:00
9135,11-06-2024 12:10:00
9136,11-06-2024 12:15:00
9137,11-06-2024 12:20:00
9138,11-06-2024 12:25:00
9139,11-06-2024 12:30:00
9140,11-06-2024 12:35:00
9141,11-06-2024 12:40:00
9142,11-06-2024 12:45:00
9143,11-06-2024 12:50:00
9144,11-06-2024 12:55:00
9145,11-06-2024 13:00:00
9146,11-06-2024 13:05:00
9147,11-06-2024 13:10:00
9148,11-06-2024 13:15:00
9149,11-06-2024 13:20:00
9150,11-06-2024 13:25:00
9151,11-06-2024 13:30:00
9152,11-06-2024 13:35:00
9153,11-06-2024 13:40:00
9154,11-06-2024 13:45:00
9155,11-06-2024 13:50:00
9156,11-06-2024 13:55:00
9157,11-06-2024 14:00:00
9158,11-06-2024 14:05:00
9159,11-06-2024 14:10:00
9160,11-06-2024 14:15:00
9161,11-06-2024 14:20:00
9162,11-06-2024 14:25:00
9163,11-06-2024 14:30:00
9164,11-06-2024 14:35:00
9165,11-06-2024 14:40:00
9166,11-06-2024 14:45:00
9167,11-06-2024 14:50:00
9168,11-06-2024 14:55:00
9169,11-06-2024 15:00:00
9170,11-06-2024 15:05:00
9171,11-06-2024 15:10:00
9172,11-06-2024 15:15:00
9173,11-06-2024 15:20:00
9174,11-06-2024 15:25:00
9175,12-06-2024 09:15:00
9176,12-06-2024 09:20:00
9177,12-06-2024 09:25:00
9178,12-06-2024 09:30:00
9179,12-06-2024 09:35:00
9180,12-06-2024 09:40:00
9181,12-06-2024 09:45:00
9182,12-06-2024 09:50:00
9183,12-06-2024 09:55:00
9184,12-06-2024 10:00:00
9185,12-06-2024 10:05:00
9186,12-06-2024 10:10:00
9187,12-06-2024 10:15:00
9188,12-06-2024 10:20:00
9189,12-06-2024 10:25:00
9190,12-06-2024 10:30:00
9191,12-06-2024 10:35:00
9192,12-06-2024 10:40:00
9193,12-06-2024 10:45:00
9194,12-06-2024 10:50:00
9195,12-06-2024 10:55:00
9196,12-06-2024 11:00:00
9197,12-06-2024 11:05:00
9198,12-06-2024 11:10:00
9199,12-06-2024 11:15:00
9200,12-06-2024 11:20:00
9201,12-06-2024 11:25:00
9202,12-06-2024 11:30:00
9203,12-06-2024 11:35:00
9204,12-06-2024 11:40:00
9205,12-06-2024 11:45:00
9206,12-06-2024 11:50:00
9207,12-06-2024 11:55:00
9208,12-06-2024 12:00:00
9209,12-06-2024 12:05:00
9210,12-06-2024 12:10:00
9211,12-06-2024 12:15:00
9212,12-06-2024 12:20:00
9213,12-06-2024 12:25:00
9214,12-06-2024 12:30:00
9215,12-06-2024 12:35:00
9216,12-06-2024 12:40:00
9217,12-06-2024 12:45:00
9218,12-06-2024 12:50:00
9219,12-06-2024 12:55:00
9220,12-06-2024 13:00:00
9221,12-06-2024 13:05:00
9222,12-06-2024 13:10:00
9223,12-06-2024 13:15:00
9224,12-06-2024 13:20:00
9225,12-06-2024 13:25:00
9226,12-06-2024 13:30:00
9227,12-06-2024 13:35:00
9228,12-06-2024 13:40:00
9229,12-06-2024 13:45:00
9230,12-06-2024 13:50:00
9231,12-06-2024 13:55:00
9232,12-06-2024 14:00:00
9233,12-06-2024 14:05:00
9234,12-06-2024 14:10:00
9235,12-06-2024 14:15:00
9236,12-06-2024 14:20:00
9237,12-06-2024 14:25:00
9238,12-06-2024 14:30:00
9239,12-06-2024 14:35:00
9240,12-06-2024 14:40:00
9241,12-06-2024 14:45:00
9242,12-06-2024 14:50:00
9243,12-06-2024 14:55:00
9244,12-06-2024 15:00:00
9245,12-06-2024 15:05:00
9246,12-06-2024 15:10:00
9247,12-06-2024 15:15:00
9248,12-06-2024 15:20:00
9249,12-06-2024 15:25:00
9250,13-06-2024 09:15:00
9251,13-06-2024 09:20:00
9252,13-06-2024 09:25:00
9253,13-06-2024 09:30:00
9254,13-06-2024 09:35:00
9255,13-06-2024 09:40:00
9256,13-06-2024 09:45:00
9257,13-06-2024 09:50:00
9258,13-06-2024 09:55:00
9259,13-06-2024 10:00:00
9260,13-06-2024 10:05:00
9261,13-06-2024 10:10:00
9262,13-06-2024 10:15:00
9263,13-06-2024 10:20:00
9264,13-06-2024 10:25:00
9265,13-06-2024 10:30:00
9266,13-06-2024 10:35:00
9267,13-06-2024 10:40:00
9268,13-06-2024 10:45:00
9269,13-06-2024 10:50:00
9270,13-06-2024 10:55:00
9271,13-06-2024 11:00:00
9272,13-06-2024 11:05:00
9273,13-06-2024 11:10:00
9274,13-06-2024 11:15:00
9275,13-06-2024 11:20:00
9276,13-06-2024 11:25:00
9277,13-06-2024 11:30:00
9278,13-06-2024 11:35:00
9279,13-06-2024 11:40:00
9280,13-06-2024 11:45:00
9281,13-06-2024 11:50:00
9282,13-06-2024 11:55:00
9283,13-06-2024 12:00:00
9284,13-06-2024 12:05:00
9285,13-06-2024 12:10:00
9286,13-06-2024 12:15:00
9287,13-06-2024 12:20:00
9288,13-06-2024 12:25:00
9289,13-06-2024 12:30:00
9290,13-06-2024 12:35:00
9291,13-06-2024 12:40:00
9292,13-06-2024 12:45:00
9293,13-06-2024 12:50:00
9294,13-06-2024 12:55:00
9295,13-06-2024 13:00:00
9296,13-06-2024 13:05:00
9297,13-06-2024 13:10:00
9298,13-06-2024 13:15:00
9299,13-06-2024 13:20:00
9300,13-06-2024 13:25:00
9301,13-06-2024 13:30:00
9302,13-06-2024 13:35:00
9303,13-06-2024 13:40:00
9304,13-06-2024 13:45:00
9305,13-06-2024 13:50:00
9306,13-06-2024 13:55:00
9307,13-06-2024 14:00:00
9308,13-06-2024 14:05:00
9309,13-06-2024 14:10:00
9310,13-06-2024 14:15:00
9311,13-06-2024 14:20:00
9312,13-06-2024 14:25:00
9313,13-06-2024 14:30:00
9314,13-06-2024 14:35:00
9315,13-06-2024 14:40:00
9316,13-06-2024 14:45:00
9317,13-06-2024 14:50:00
9318,13-06-2024 14:55:00
9319,13-06-2024 15:00:00
9320,13-06-2024 15:05:00
9321,13-06-2024 15:10:00
9322,13-06-2024 15:15:00
9323,13-06-2024 15:20:00
9324,13-06-2024 15:25:00
9325,14-06-2024 09:15:00
9326,14-06-2024 09:20:00
9327,14-06-2024 09:25:00
9328,14-06-2024 09:30:00
9329,14-06-2024 09:35:00
9330,14-06-2024 09:40:00
9331,14-06-2024 09:45:00
9332,14-06-2024 09:50:00
9333,14-06-2024 09:55:00
9334,14-06-2024 10:00:00
9335,14-06-2024 10:05:00
9336,14-06-2024 10:10:00
9337,14-06-2024 10:15:00
9338,14-06-2024 10:20:00
9339,14-06-2024 10:25:00
9340,14-06-2024 10:30:00
9341,14-06-2024 10:35:00
9342,14-06-2024 10:40:00
9343,14-06-2024 10:45:00
9344,14-06-2024 10:50:00
9345,14-06-2024 10:55:00
9346,14-06-2024 11:00:00
9347,14-06-2024 11:05:00
9348,14-06-2024 11:10:00
9349,14-06-2024 11:15:00
9350,14-06-2024 11:20:00
9351,14-06-2024 11:25:00
9352,14-06-2024 11:30:00
9353,14-06-2024 11:35:00
9354,14-06-2024 11:40:00
9355,14-06-2024 11:45:00
9356,14-06-2024 11:50:00
9357,14-06-2024 11:55:00
9358,14-06-2024 12:00:00
9359,14-06-2024 12:05:00
9360,14-06-2024 12:10:00
9361,14-06-2024 12:15:00
9362,14-06-2024 12:20:00
9363,14-06-2024 12:25:00
9364,14-06-2024 12:30:00
9365,14-06-2024 12:35:00
9366,14-06-2024 12:40:00
9367,14-06-2024 12:45:00
9368,14-06-2024 12:50:00
9369,14-06-2024 12:55:00
9370,14-06-2024 13:00:00
9371,14-06-2024 13:05:00
9372,14-06-2024 13:10:00
9373,14-06-2024 13:15:00
9374,14-06-2024 13:20:00
9375,14-06-2024 13:25:00
9376,14-06-2024 13:30:00
9377,14-06-2024 13:35:00
9378,14-06-2024 13:40:00
9379,14-06-2024 13:45:00
9380,14-06-2024 13:50:00
9381,14-06-2024 13:55:00
9382,14-06-2024 14:00:00
9383,14-06-2024 14:05:00
9384,14-06-2024 14:10:00
9385,14-06-2024 14:15:00
9386,14-06-2024 14:20:00
9387,14-06-2024 14:25:00
9388,14-06-2024 14:30:00
9389,14-06-2024 14:35:00
9390,14-06-2024 14:40:00
9391,14-06-2024 14:45:00
9392,14-06-2024 14:50:00
9393,14-06-2024 14:55:00
9394,14-06-2024 15:00:00
9395,14-06-2024 15:05:00
9396,14-06-2024 15:10:00
9397,14-06-2024 15:15:00
9398,14-06-2024 15:20:00
9399,14-06-2024 15:25:00
9400,18-06-2024 09:15:00
9401,18-06-2024 09:20:00
9402,18-06-2024 09:25:00
9403,18-06-2024 09:30:00
9404,18-06-2024 09:35:00
9405,18-06-2024 09:40:00
9406,18-06-2024 09:45:00
9407,18-06-2024 09:50:00
9408,18-06-2024 09:55:00
9409,18-06-2024 10:00:00
9410,18-06-2024 10:05:00
9411,18-06-2024 10:10:00
9412,18-06-2024 10:15:00
9413,18-06-2024 10:20:00
9414,18-06-2024 10:25:00
9415,18-06-2024 10:30:00
9416,18-06-2024 10:35:00
9417,18-06-2024 10:40:00
9418,18-06-2024 10:45:00
9419,18-06-2024 10:50:00
9420,18-06-2024 10:55:00
9421,18-06-2024 11:00:00
9422,18-06-2024 11:05:00
9423,18-06-2024 11:10:00
9424,18-06-2024 11:15:00
9425,18-06-2024 11:20:00
9426,18-06-2024 11:25:00
9427,18-06-2024 11:30:00
9428,18-06-2024 11:35:00
9429,18-06-2024 11:40:00
9430,18-06-2024 11:45:00
9431,18-06-2024 11:50:00
9432,18-06-2024 11:55:00
9433,18-06-2024 12:00:00
9434,18-06-2024 12:05:00
9435,18-06-2024 12:10:00
9436,18-06-2024 12:15:00
9437,18-06-2024 12:20:00
9438,18-06-2024 12:25:00
9439,18-06-2024 12:30:00
9440,18-06-2024 12:35:00
9441,18-06-2024 12:40:00
9442,18-06-2024 12:45:00
9443,18-06-2024 12:50:00
9444,18-06-2024 12:55:00
9445,18-06-2024 13:00:00
9446,18-06-2024 13:05:00
9447,18-06-2024 13:10:00
9448,18-06-2024 13:15:00
9449,18-06-2024 13:20:00
9450,18-06-2024 13:25:00
9451,18-06-2024 13:30:00
9452,18-06-2024 13:35:00
9453,18-06-2024 13:40:00
9454,18-06-2024 13:45:00
9455,18-06-2024 13:50:00
9456,18-06-2024 13:55:00
9457,18-06-2024 14:00:00
9458,18-06-2024 14:05:00
9459,18-06-2024 14:10:00
9460,18-06-2024 14:15:00
9461,18-06-2024 14:20:00
9462,18-06-2024 14:25:00
9463,18-06-2024 14:30:00
9464,18-06-2024 14:35:00
9465,18-06-2024 14:40:00
9466,18-06-2024 14:45:00
9467,18-06-2024 14:50:00
9468,18-06-2024 14:55:00
9469,18-06-2024 15:00:00
9470,18-06-2024 15:05:00
9471,18-06-2024 15:10:00
9472,18-06-2024 15:15:00
9473,18-06-2024 15:20:00
9474,18-06-2024 15:25:00
9475,19-06-2024 09:15:00
9476,19-06-2024 09:20:00
9477,19-06-2024 09:25:00
9478,19-06-2024 09:30:00
9479,19-06-2024 09:35:00
9480,19-06-2024 09:40:00
9481,19-06-2024 09:45:00
9482,19-06-2024 09:50:00
9483,19-06-2024 09:55:00
9484,19-06-2024 10:00:00
9485,19-06-2024 10:05:00
9486,19-06-2024 10:10:00
9487,19-06-2024 10:15:00
9488,19-06-2024 10:20:00
9489,19-06-2024 10:25:00
9490,19-06-2024 10:30:00
9491,19-06-2024 10:35:00
9492,19-06-2024 10:40:00
9493,19-06-2024 10:45:00
9494,19-06-2024 10:50:00
9495,19-06-2024 10:55:00
9496,19-06-2024 11:00:00
9497,19-06-2024 11:05:00
9498,19-06-2024 11:10:00
9499,19-06-2024 11:15:00
9500,19-06-2024 11:20:00
9501,19-06-2024 11:25:00
9502,19-06-2024 11:30:00
9503,19-06-2024 11:35:00
9504,19-06-2024 11:40:00
9505,19-06-2024 11:45:00
9506,19-06-2024 11:50:00
9507,19-06-2024 11:55:00
9508,19-06-2024 12:00:00
9509,19-06-2024 12:05:00
9510,19-06-2024 12:10:00
9511,19-06-2024 12:15:00
9512,19-06-2024 12:20:00
9513,19-06-2024 12:25:00
9514,19-06-2024 12:30:00
9515,19-06-2024 12:35:00
9516,19-06-2024 12:40:00
9517,19-06-2024 12:45:00
9518,19-06-2024 12:50:00
9519,19-06-2024 12:55:00
9520,19-06-2024 13:00:00
9521,19-06-2024 13:05:00
9522,19-06-2024 13:10:00
9523,19-06-2024 13:15:00
9524,19-06-2024 13:20:00
9525,19-06-2024 13:25:00
9526,19-06-2024 13:30:00
9527,19-06-2024 13:35:00
9528,19-06-2024 13:40:00
9529,19-06-2024 13:45:00
9530,19-06-2024 13:50:00
9531,19-06-2024 13:55:00
9532,19-06-2024 14:00:00
9533,19-06-2024 14:05:00
9534,19-06-2024 14:10:00
9535,19-06-2024 14:15:00
9536,19-06-2024 14:20:00
9537,19-06-2024 14:25:00
9538,19-06-2024 14:30:00
9539,19-06-2024 14:35:00
9540,19-06-2024 14:40:00
9541,19-06-2024 14:45:00
9542,19-06-2024 14:50:00
9543,19-06-2024 14:55:00
9544,19-06-2024 15:00:00
9545,19-06-2024 15:05:00
9546,19-06-2024 15:10:00
9547,19-06-2024 15:15:00
9548,19-06-2024 15:20:00
9549,19-06-2024 15:25:00
9550,20-06-2024 09:15:00
9551,20-06-2024 09:20:00
9552,20-06-2024 09:25:00
9553,20-06-2024 09:30:00
9554,20-06-2024 09:35:00
9555,20-06-2024 09:40:00
9556,20-06-2024 09:45:00
9557,20-06-2024 09:50:00
9558,20-06-2024 09:55:00
9559,20-06-2024 10:00:00
9560,20-06-2024 10:05:00
9561,20-06-2024 10:10:00
9562,20-06-2024 10:15:00
9563,20-06-2024 10:20:00
9564,20-06-2024 10:25:00
9565,20-06-2024 10:30:00
9566,20-06-2024 10:35:00
9567,20-06-2024 10:40:00
9568,20-06-2024 10:45:00
9569,20-06-2024 10:50:00
9570,20-06-2024 10:55:00
9571,20-06-2024 11:00:00
9572,20-06-2024 11:05:00
9573,20-06-2024 11:10:00
9574,20-06-2024 11:15:00
9575,20-06-2024 11:20:00
9576,20-06-2024 11:25:00
9577,20-06-2024 11:30:00
9578,20-06-2024 11:35:00
9579,20-06-2024 11:40:00
9580,20-06-2024 11:45:00
9581,20-06-2024 11:50:00
9582,20-06-2024 11:55:00
9583,20-06-2024 12:00:00
9584,20-06-2024 12:05:00
9585,20-06-2024 12:10:00
9586,20-06-2024 12:15:00
9587,20-06-2024 12:20:00
9588,20-06-2024 12:25:00
9589,20-06-2024 12:30:00
9590,20-06-2024 12:35:00
9591,20-06-2024 12:40:00
9592,20-06-2024 12:45:00
9593,20-06-2024 12:50:00
9594,20-06-2024 12:55:00
9595,20-06-2024 13:00:00
9596,20-06-2024 13:05:00
9597,20-06-2024 13:10:00
9598,20-06-2024 13:15:00
9599,20-06-2024 13:20:00
9600,20-06-2024 13:25:00
9601,20-06-2024 13:30:00
9602,20-06-2024 13:35:00
9603,20-06-2024 13:40:00
9604,20-06-2024 13:45:00
9605,20-06-2024 13:50:00
9606,20-06-2024 13:55:00
9607,20-06-2024 14:00:00
9608,20-06-2024 14:05:00
9609,20-06-2024 14:10:00
9610,20-06-2024 14:15:00
9611,20-06-2024 14:20:00
9612,20-06-2024 14:25:00
9613,20-06-2024 14:30:00
9614,20-06-2024 14:35:00
9615,20-06-2024 14:40:00
9616,20-06-2024 14:45:00
9617,20-06-2024 14:50:00
9618,20-06-2024 14:55:00
9619,20-06-2024 15:00:00
9620,20-06-2024 15:05:00
9621,20-06-2024 15:10:00
9622,20-06-2024 15:15:00
9623,20-06-2024 15:20:00
9624,20-06-2024 15:25:00
9625,21-06-2024 09:15:00
9626,21-06-2024 09:20:00
9627,21-06-2024 09:25:00
9628,21-06-2024 09:30:00
9629,21-06-2024 09:35:00
9630,21-06-2024 09:40:00
9631,21-06-2024 09:45:00
9632,21-06-2024 09:50:00
9633,21-06-2024 09:55:00
9634,21-06-2024 10:00:00
9635,21-06-2024 10:05:00
9636,21-06-2024 10:10:00
9637,21-06-2024 10:15:00
9638,21-06-2024 10:20:00
9639,21-06-2024 10:25:00
9640,21-06-2024 10:30:00
9641,21-06-2024 10:35:00
9642,21-06-2024 10:40:00
9643,21-06-2024 10:45:00
9644,21-06-2024 10:50:00
9645,21-06-2024 10:55:00
9646,21-06-2024 11:00:00
9647,21-06-2024 11:05:00
9648,21-06-2024 11:10:00
9649,21-06-2024 11:15:00
9650,21-06-2024 11:20:00
9651,21-06-2024 11:25:00
9652,21-06-2024 11:30:00
9653,21-06-2024 11:35:00
9654,21-06-2024 11:40:00
9655,21-06-2024 11:45:00
9656,21-06-2024 11:50:00
9657,21-06-2024 11:55:00
9658,21-06-2024 12:00:00
9659,21-06-2024 12:05:00
9660,21-06-2024 12:10:00
9661,21-06-2024 12:15:00
9662,21-06-2024 12:20:00
9663,21-06-2024 12:25:00
9664,21-06-2024 12:30:00
9665,21-06-2024 12:35:00
9666,21-06-2024 12:40:00
9667,21-06-2024 12:45:00
9668,21-06-2024 12:50:00
9669,21-06-2024 12:55:00
9670,21-06-2024 13:00:00
9671,21-06-2024 13:05:00
9672,21-06-2024 13:10:00
9673,21-06-2024 13:15:00
9674,21-06-2024 13:20:00
9675,21-06-2024 13:25:00
9676,21-06-2024 13:30:00
9677,21-06-2024 13:35:00
9678,21-06-2024 13:40:00
9679,21-06-2024 13:45:00
9680,21-06-2024 13:50:00
9681,21-06-2024 13:55:00
9682,21-06-2024 14:00:00
9683,21-06-2024 14:05:00
9684,21-06-2024 14:10:00
9685,21-06-2024 14:15:00
9686,21-06-2024 14:20:00
9687,21-06-2024 14:25:00
9688,21-06-2024 14:30:00
9689,21-06-2024 14:35:00
9690,21-06-2024 14:40:00
9691,21-06-2024 14:45:00
9692,21-06-2024 14:50:00
9693,21-06-2024 14:55:00
9694,21-06-2024 15:00:00
9695,21-06-2024 15:05:00
9696,21-06-2024 15:10:00
9697,21-06-2024 15:15:00
9698,21-06-2024 15:20:00
9699,21-06-2024 15:25:00
9700,24-06-2024 09:15:00
9701,24-06-2024 09:20:00
9702,24-06-2024 09:25:00
9703,24-06-2024 09:30:00
9704,24-06-2024 09:35:00
9705,24-06-2024 09:40:00
9706,24-06-2024 09:45:00
9707,24-06-2024 09:50:00
9708,24-06-2024 09:55:00
9709,24-06-2024 10:00:00
9710,24-06-2024 10:05:00
9711,24-06-2024 10:10:00
9712,24-06-2024 10:15:00
9713,24-06-2024 10:20:00
9714,24-06-2024 10:25:00
9715,24-06-2024 10:30:00
9716,24-06-2024 10:35:00
9717,24-06-2024 10:40:00
9718,24-06-2024 10:45:00
9719,24-06-2024 10:50:00
9720,24-06-2024 10:55:00
9721,24-06-2024 11:00:00
9722,24-06-2024 11:05:00
9723,24-06-2024 11:10:00
9724,24-06-2024 11:15:00
9725,24-06-2024 11:20:00
9726,24-06-2024 11:25:00
9727,24-06-2024 11:30:00
9728,24-06-2024 11:35:00
9729,24-06-2024 11:40:00
9730,24-06-2024 11:45:00
9731,24-06-2024 11:50:00
9732,24-06-2024 11:55:00
9733,24-06-2024 12:00:00
9734,24-06-2024 12:05:00
9735,24-06-2024 12:10:00
9736,24-06-2024 12:15:00
9737,24-06-2024 12:20:00
9738,24-06-2024 12:25:00
9739,24-06-2024 12:30:00
9740,24-06-2024 12:35:00
9741,24-06-2024 12:40:00
9742,24-06-2024 12:45:00
9743,24-06-2024 12:50:00
9744,24-06-2024 12:55:00
9745,24-06-2024 13:00:00
9746,24-06-2024 13:05:00
9747,24-06-2024 13:10:00
9748,24-06-2024 13:15:00
9749,24-06-2024 13:20:00
9750,24-06-2024 13:25:00
9751,24-06-2024 13:30:00
9752,24-06-2024 13:35:00
9753,24-06-2024 13:40:00
9754,24-06-2024 13:45:00
9755,24-06-2024 13:50:00
9756,24-06-2024 13:55:00
9757,24-06-2024 14:00:00
9758,24-06-2024 14:05:00
9759,24-06-2024 14:10:00
9760,24-06-2024 14:15:00
9761,24-06-2024 14:20:00
9762,24-06-2024 14:25:00
9763,24-06-2024 14:30:00
9764,24-06-2024 14:35:00
9765,24-06-2024 14:40:00
9766,24-06-2024 14:45:00
9767,24-06-2024 14:50:00
9768,24-06-2024 14:55:00
9769,24-06-2024 15:00:00
9770,24-06-2024 15:05:00
9771,24-06-2024 15:10:00
9772,24-06-2024 15:15:00
9773,24-06-2024 15:20:00
9774,24-06-2024 15:25:00
9775,25-06-2024 09:15:00
9776,25-06-2024 09:20:00
9777,25-06-2024 09:25:00
9778,25-06-2024 09:30:00
9779,25-06-2024 09:35:00
9780,25-06-2024 09:40:00
9781,25-06-2024 09:45:00
9782,25-06-2024 09:50:00
9783,25-06-2024 09:55:00
9784,25-06-2024 10:00:00
9785,25-06-2024 10:05:00
9786,25-06-2024 10:10:00
9787,25-06-2024 10:15:00
9788,25-06-2024 10:20:00
9789,25-06-2024 10:25:00
9790,25-06-2024 10:30:00
9791,25-06-2024 10:35:00
9792,25-06-2024 10:40:00
9793,25-06-2024 10:45:00
9794,25-06-2024 10:50:00
9795,25-06-2024 10:55:00
9796,25-06-2024 11:00:00
9797,25-06-2024 11:05:00
9798,25-06-2024 11:10:00
9799,25-06-2024 11:15:00
9800,25-06-2024 11:20:00
9801,25-06-2024 11:25:00
9802,25-06-2024 11:30:00
9803,25-06-2024 11:35:00
9804,25-06-2024 11:40:00
9805,25-06-2024 11:45:00
9806,25-06-2024 11:50:00
9807,25-06-2024 11:55:00
9808,25-06-2024 12:00:00
9809,25-06-2024 12:05:00
9810,25-06-2024 12:10:00
9811,25-06-2024 12:15:00
9812,25-06-2024 12:20:00
9813,25-06-2024 12:25:00
9814,25-06-2024 12:30:00
9815,25-06-2024 12:35:00
9816,25-06-2024 12:40:00
9817,25-06-2024 12:45:00
9818,25-06-2024 12:50:00
9819,25-06-2024 12:55:00
9820,25-06-2024 13:00:00
9821,25-06-2024 13:05:00
9822,25-06-2024 13:10:00
9823,25-06-2024 13:15:00
9824,25-06-2024 13:20:00
9825,25-06-2024 13:25:00
9826,25-06-2024 13:30:00
9827,25-06-2024 13:35:00
9828,25-06-2024 13:40:00
9829,25-06-2024 13:45:00
9830,25-06-2024 13:50:00
9831,25-06-2024 13:55:00
9832,25-06-2024 14:00:00
9833,25-06-2024 14:05:00
9834,25-06-2024 14:10:00
9835,25-06-2024 14:15:00
9836,25-06-2024 14:20:00
9837,25-06-2024 14:25:00
9838,25-06-2024 14:30:00
9839,25-06-2024 14:35:00
9840,25-06-2024 14:40:00
9841,25-06-2024 14:45:00
9842,25-06-2024 14:50:00
9843,25-06-2024 14:55:00
9844,25-06-2024 15:00:00
9845,25-06-2024 15:05:00
9846,25-06-2024 15:10:00
9847,25-06-2024 15:15:00
9848,25-06-2024 15:20:00
9849,25-06-2024 15:25:00
9850,26-06-2024 09:15:00
9851,26-06-2024 09:20:00
9852,26-06-2024 09:25:00
9853,26-06-2024 09:30:00
9854,26-06-2024 09:35:00
9855,26-06-2024 09:40:00
9856,26-06-2024 09:45:00
9857,26-06-2024 09:50:00
9858,26-06-2024 09:55:00
9859,26-06-2024 10:00:00
9860,26-06-2024 10:05:00
9861,26-06-2024 10:10:00
9862,26-06-2024 10:15:00
9863,26-06-2024 10:20:00
9864,26-06-2024 10:25:00
9865,26-06-2024 10:30:00
9866,26-06-2024 10:35:00
9867,26-06-2024 10:40:00
9868,26-06-2024 10:45:00
9869,26-06-2024 10:50:00
9870,26-06-2024 10:55:00
9871,26-06-2024 11:00:00
9872,26-06-2024 11:05:00
9873,26-06-2024 11:10:00
9874,26-06-2024 11:15:00
9875,26-06-2024 11:20:00
9876,26-06-2024 11:25:00
9877,26-06-2024 11:30:00
9878,26-06-2024 11:35:00
9879,26-06-2024 11:40:00
9880,26-06-2024 11:45:00
9881,26-06-2024 11:50:00
9882,26-06-2024 11:55:00
9883,26-06-2024 12:00:00
9884,26-06-2024 12:05:00
9885,26-06-2024 12:10:00
9886,26-06-2024 12:15:00
9887,26-06-2024 12:20:00
9888,26-06-2024 12:25:00
9889,26-06-2024 12:30:00
9890,26-06-2024 12:35:00
9891,26-06-2024 12:40:00
9892,26-06-2024 12:45:00
9893,26-06-2024 12:50:00
9894,26-06-2024 12:55:00
9895,26-06-2024 13:00:00
9896,26-06-2024 13:05:00
9897,26-06-2024 13:10:00
9898,26-06-2024 13:15:00
9899,26-06-2024 13:20:00
9900,26-06-2024 13:25:00
9901,26-06-2024 13:30:00
9902,26-06-2024 13:35:00
9903,26-06-2024 13:40:00
9904,26-06-2024 13:45:00
9905,26-06-2024 13:50:00
9906,26-06-2024 13:55:00
9907,26-06-2024 14:00:00
9908,26-06-2024 14:05:00
9909,26-06-2024 14:10:00
9910,26-06-2024 14:15:00
9911,26-06-2024 14:20:00
9912,26-06-2024 14:25:00
9913,26-06-2024 14:30:00
